ID,TeamNumber,MatchNumber,ScoutName,AutoNumberOfCycles,AutoShootingSpeed,AutoBallsPerCycle,AutoAccuracy,AutoRobotSpeed,AutoClimbingLevel,TeleNumberOfCycles,TeleShootingSpeed,TeleBallsPerCycle,TeleAccuracy,TeleRobotSpeed,TeleClimbingLevel,Score,DefenseScore,Comments
966,2067,19,Nate,1.00,3.00,3.00,3.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,3.00,0.00,"Was pretty good at picking up fuel and getting it where it needed to go, big downside is no trench capabilities so a good defense bot would make this bot only feed from middle to end zone "
967,2079,20,Nate,1.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,"Got stuck on ramp in autonomous and caused a penalty for going over midline, Had technical issues. then got stuck on fuel"
968,9710,21,Nate,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,2.00,0.00,1.00,4.00,Played some really good defense against red causing them to miss a bunch of shots without getting any penalties. very good at swapping between people when playing defense
969,236,22,Nate,1.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,2.00,2.00,0.00,0.00,1.00,0.00,If a ball lands on top of its hopper net it causes the robot go basically stop working as well causing it to take a lot longer to empty its hopper.
970,8709,23,Nate,1.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,3.00,3.00,2.00,0.00,3.00,0.00,"Ball got stuck in auto and then they looked lost for a minute during teleop, good bot when they have everything in their favor"
971,195,24,Nate,1.00,3.00,1.00,2.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,0.00,0.00,"Had heavy defense and was the only bot on its side scoring and they won, very good at everything"
972,3958,25,Nate,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,2.00,0.00,0.00,0.00,Caused a penalty. Plays better defence on their own alliance then they do the opponents
973,509,26,Nate,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense
974,8708,27,logan,0.00,3.00,3.00,3.00,2.00,0.00,0.00,2.00,2.00,2.00,3.00,0.00,0.00,0.00,Shoots across field
975,172,28,logan,0.00,3.00,3.00,3.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,
976,10063,29,logan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Shuttle bot
977,10910,30,logan,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Like to spin lost a bumper and fed the opposite Alliance fuel
978,4925,31,logan,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,
979,3623,32,logan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Did nothing
980,6324,33,logan,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,They died very very sad
981,2067,34,logan,1.00,2.00,2.00,2.00,2.00,0.00,1.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
982,8709,35,logan,1.00,3.00,3.00,3.00,3.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,
983,1058,36,logan,1.00,3.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
984,4311,37,logan,1.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
985,2876,38,Patrick,1.00,1.00,2.00,2.00,1.00,0.00,3.00,1.00,1.00,1.00,2.00,0.00,2.00,0.00,Can pick from the floor. Can pick from the outpost. Got a fuel stuck inside. Missed shooting fuel into hub a lot. Can go underneath trench. 
986,131,39,Patrick,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,3.00,2.00,3.00,0.00,3.00,0.00,Was a robot
987,11175,40,Patrick,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,4.00,Played defense. Can go underneath trench. Caused a penalty. Got beached
988,1058,44,Nate,2.00,1.00,1.00,3.00,2.00,0.00,5.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,"Really weak to defense bots, any defense causes them to not be able to aim"
989,78,45,Nate,2.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,2.00,0.00,4.00,0.00,"Had some defensive maneuvers in their own area and played very well, did a bunch of half cycles where they only filled the bot halfway or shot half of it but loved shooting balls back to their alliance area from midfield"
990,5112,46,Nate,1.00,2.00,2.00,3.00,1.00,0.00,1.00,2.00,2.00,2.00,3.00,0.00,1.00,4.00,"Played really good defense, stole a lot of fuel from opponents side and shot it back to their side helping feed us and outliers"
991,11175,47,Nate,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,3.00,2.00,0.00,0.00,3.00,Caused a penalty. Played defence the entire match but isn't super effective against turret shooters
992,10910,48,Nate,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Played a lot of defence but doesn't have the wheel power to push most bots and often blocks their alliance from where they're going, then got beached at the end of the match going over the enemies hump"
993,2370,49,Nate,1.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,2.00,3.00,2.00,0.00,4.00,3.00,
994,5813,50,Nate,1.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,3.00,2.00,2.00,0.00,4.00,3.00,"Was taking fuel from other alliance instead of going for scraps in middle, very good at countering defense played against them."
995,2067,51,logan,1.00,2.00,2.00,2.00,2.00,0.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
996,4905,52,logan,1.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,
997,7127,53,logan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,They did not move all match
998,3146,54,logan,2.00,3.00,3.00,3.00,3.00,0.00,4.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
999,509,55,logan,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Defense
1000,2170,56,logan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Defense
1001,8709,57,logan,1.00,1.00,1.00,1.00,1.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,
1002,131,58,logan,2.00,2.00,2.00,2.00,2.00,0.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
1003,1729,59,logan,1.00,3.00,3.00,3.00,3.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,
1004,5112,60,logan,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Defense
1005,8708,61,Nate,2.00,2.00,2.00,2.00,2.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,0.00,2.00,Defense but took all the fuel from the opposite Alliance side and sent it back to theirs
1006,4925,62,Nate,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,
1007,3654,63,Nate,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,Played a lot of counter defense to protect 125 and bulldozed fuel to them
1008,1058,64,Nate,1.00,0.00,0.00,0.00,2.00,0.00,5.00,3.00,2.00,3.00,3.00,0.00,4.00,0.00,Caused a penalty. Then a stopped under the hub and caused even more during auto and got stuck immediately after
1009,5687,65,Nate,2.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Insane match
1010,172,66,Nate,1.00,2.00,2.00,3.00,2.00,0.00,3.00,2.00,2.00,3.00,2.00,0.00,3.00,3.00,Had technical issues mid match but came back but seems to have lost the ability to intake/shoot
1011,3623,67,Nate,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,0.00,1.00,Chose wrong auto then didn't do much in the terms of actual disrupting the other alliance
1012,571,68,Nate,1.00,3.00,2.00,3.00,2.00,0.00,5.00,3.00,2.00,3.00,2.00,0.00,4.00,0.00,Would have been a lot better but a defense bot was trapping them in the corner
1013,4311,69,Nate,1.00,3.00,3.00,3.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,4.00,0.00,Very good at what it does just looks like they need some better directions
1014,125,70,Nate,2.00,3.00,3.00,3.00,3.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,"Was shooting non stop the entire match, when not into their hub they were shooting the balls from the middle to their side"
1015,1729,71,logan1729,1.00,2.00,2.00,3.00,2.00,0.00,4.00,1.00,1.00,2.00,1.00,0.00,2.00,0.00,
1016,1512,72,logan1729,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,
1017,10254,73,logan1729,1.00,3.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
1018,236,74,logan1729,2.00,3.00,3.00,3.00,3.00,0.00,2.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,
1019,5813,75,logan1729,2.00,3.00,3.00,3.00,3.00,0.00,4.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
1020,133,76,logan1729,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
1021,4925,77,logan1729,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,
1022,10910,78,Nate,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Had technical issues. Broke down. 
1023,8708,79,Nate,2.00,3.00,2.00,3.00,2.00,0.00,1.00,3.00,2.00,3.00,2.00,0.00,0.00,3.00,Played defence and was decent but would help if they tried blocking both of the humps instead of only focusing on one
1024,151,80,Nate,2.00,2.00,1.00,3.00,1.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,Would have a higher defense score but it intentionally damaged another robots intake causing that robot to not be able to intake costing that robot the win it would have got had they not done that. none of the refs called it for pinning or damaging 
1025,5000,81,Nate,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,2.00,"Basically never stopped shooting the entire match, and had heavy defense played against it. it dealt most of the 300 fuel in the entire match for their side."
1026,1512,82,Nate,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,0.00,1.00,Looked to have intake issues so it went to play defense
1027,2170,83,Nate,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Had technical issues. Played defense. Broke down. 
1028,230,84,Nate,1.00,3.00,3.00,1.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Caused a penalty by driving under the hub while fuel was dropping
1029,125,85,Nate,3.00,3.00,3.00,3.00,3.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,You need to watch this match to realize how insane it was
1030,151,86,Nate,2.00,2.00,1.00,3.00,1.00,0.00,4.00,2.00,1.00,2.00,2.00,0.00,2.00,0.00,"Very uninteresting, slow and only like 70% accurate "
1031,172,87,Nate,1.00,2.00,2.00,3.00,3.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,
1032,571,88,Nate,2.00,2.00,3.00,3.00,3.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,
1033,4311,89,Nate,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Broke down after autonomous
1034,1512,90,Nate,1.00,1.00,2.00,3.00,2.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,3.00,0.00,"Had technical issues, lots of parts everywhere"
1035,3623,91,Nate,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Could have just died in the way
1036,11175,92,Nate,1.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,kept balancing robots on the hub so they couldn't move
1037,173,93,Nate,1.00,3.00,2.00,2.00,1.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,0.00,4.00,Tall. got slammed against the trench. turret was a little iffy that match
1038,9710,94,Nate,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Pinning penalty. but was always in the way
1039,8567,95,Nate,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,he just kinda. was there. didn't really do defence. didn't do ball passing. was just there
1040,6324,96,Nate,2.00,3.00,2.00,2.00,2.00,0.00,3.00,3.00,3.00,2.00,2.00,0.00,0.00,3.00,Got beached half the match
1041,7127,97,Nate,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,2.00,2.00,0.00,2.00,0.00,Should have been the defence robot this match. didn't do thag
1042,155,98,Nate,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,Was basically the only scorer and got 125. still not good though
1043,9644,99,Nate,2.00,2.00,1.00,1.00,3.00,0.00,6.00,2.00,2.00,2.00,3.00,0.00,0.00,2.00,So fast. too fast that it kept hitting things
1044,4905,100,Nate,1.00,1.00,2.00,3.00,1.00,0.00,3.00,1.00,2.00,3.00,1.00,0.00,2.00,0.00,Very slow shooter. not even worth shooting slow
1045,1073,1,Zander,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,No auto. lots of feeding 
1046,3623,2,Zander,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,No auto. drove around without doing much. struggled to shoot when they had the chance. fed the human players. 
1047,1729,3,Zander,1.00,2.00,3.00,1.00,2.00,0.00,3.00,1.00,3.00,2.00,2.00,0.00,3.00,0.00,Got stuck on the ramp in auto. can only go over the ramp. filled up their robot in the off period and didnt do any feeding
1048,10910,4,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No auto. died in the middle of the field after failing to shoot. 
1049,8724,5,Zander,1.00,2.00,3.00,2.00,1.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Auto collected from depot and human player station. seemed to have issues collecting balls when moving. when it worked it worked really well
1050,509,1,DAB,2.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,1.00,1.00,2.00,0.00,2.00,3.00,shooting arc very high.
1051,2876,2,DAB,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00, Good middle of road robot.
1052,5000,6,Zander,2.00,3.00,3.00,2.00,3.00,0.00,5.00,2.00,3.00,3.00,3.00,0.00,5.00,0.00,Very fast auto getting the balls in the middle. strong continuous shooting. sweeps the back walls very well. went to opponents side to sweep the back wall
1053,2067,3,DAB,1.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Cannot go under trench .  Can still shoot when heavily defended against.
1054,2170,7,Zander,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,2.00,0.00,0.00,2.00,3.00,No auto. lost a belt and couldnt shoot or pickup more. moved to defense and clearing out the opposite side of balls
1055,6324,4,DAB,1.00,3.00,3.00,3.00,3.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Got bumped on first round of auto messed up their routine.  then sometimes. seemed to not pick as many.
1056,7127,8,Zander,2.00,2.00,2.00,3.00,3.00,0.00,4.00,2.00,3.00,2.00,3.00,0.00,3.00,0.00,Turret shooter. okay performance. a little slow at shooting but smooth
1057,175,5,DAB,2.00,0.00,1.00,3.00,1.00,0.00,1.00,2.00,1.00,3.00,1.00,0.00,3.00,4.00,Mostly played  defense.
1058,3654,6,DAB,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,1.00,1.00,0.00,2.00,1.00,
1059,1768,7,DAB,2.00,3.00,3.00,3.00,3.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Can't fit under trench when full of cargo.  was slightly delayed when bumped during shooting.
1060,348,8,DAB,1.00,2.00,1.00,3.00,1.00,0.00,5.00,1.00,1.00,3.00,2.00,0.00,2.00,0.00,
1061,6324,9,Zander,2.00,3.00,2.00,3.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Shooter stopped working halfway through the match. they tried to still collect balls. didnt play defense 
1062,5687,9,DAB,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Can't go thru trench when full.  can still shoot when bumped.  browned out in end. was a little jerky when picking up.
1063,3958,10,Zander,2.00,2.00,1.00,1.00,2.00,0.00,6.00,2.00,1.00,2.00,2.00,0.00,3.00,0.00,Cant hold very many balls so they can get a lot of cycles in. very focused on collecting balls from the opposing side of the field. 
1064,2370,10,DAB,2.00,3.00,3.00,3.00,3.00,0.00,1.00,2.00,2.00,3.00,3.00,0.00,0.00,0.00,Can shoot next to the trench.  good shooter but shoots singlely.
1065,4925,11,jmeasssssszz,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,Broke down. 
1066,509,11,logan,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,
1067,2079,12,logan,0.00,1.00,1.00,1.00,2.00,0.00,0.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,Fast and furious
1068,172,13,logan,0.00,1.00,1.00,2.00,2.00,0.00,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,Defense
1069,10910,14,logan,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,
1070,230,12,jmeasssssszz,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,It was mid
1071,236,15,logan,0.00,2.00,2.00,2.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,They died
1072,125,13,jmeasssssszz,2.00,2.00,2.00,2.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,5.00,0.00,Shoot and get balls
1073,1058,16,logan,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,Really slow
1074,9710,14,jmeasssssszz,1.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,1.00,1.00,1.00,0.00,2.00,0.00,only moved back in auto
1075,3623,17,logan,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,
1076,172,18,logan,0.00,2.00,1.00,1.00,2.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,
1077,151,19,logan,0.00,2.00,2.00,2.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,Stuck at the end
1078,155,20,logan,1.00,1.00,1.00,2.00,1.00,0.00,2.00,1.00,1.00,2.00,1.00,0.00,2.00,0.00,Intake broke.
1079,1058,21,logan,1.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,1.00,2.00,3.00,0.00,2.00,0.00,"Didn't intake shoot or 2 cycle auto

having some issues shooting in tele"
1080,9644,15,jmeasssssszz,2.00,3.00,2.00,3.00,2.00,0.00,4.00,3.00,2.00,3.00,3.00,0.00,3.00,0.00,Tried to get over the bump didn't
1081,1768,22,logan,2.00,2.00,2.00,2.00,2.00,0.00,2.00,2.00,3.00,2.00,3.00,0.00,5.00,0.00,"Great bot, great shooter, decent feeder, fast "
1082,4311,16,Zander,1.00,3.00,3.00,2.00,0.00,0.00,5.00,3.00,2.00,2.00,2.00,0.00,4.00,0.00,"they struggled to fill up their robot will balls. holds a lot when filled, but it rarely got there"
1083,1073,23,logan,2.00,1.00,1.00,2.00,2.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,"Turret shooter, good bot, can feed and put up points"
1084,8709,17,Zander,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,2.00,0.00,intake wasnt working for half the match. then suddenly it was and they did okay. 
1085,8567,24,logan,1.00,2.00,2.00,2.00,2.00,0.00,2.00,2.00,2.00,2.00,1.00,0.00,0.00,2.00,
1086,2170,18,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,"no auto. pushed some balls, then died. might be unplugged. no lights. "
1087,9644,25,logan,1.00,2.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,Swapped to defense mid match
1088,5000,26,Dawn,2.00,2.00,2.00,2.00,2.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,4.00,0.00,"Shoots from French on auto, and not accurate when pushed. Also briefly got stranded on the hump."
1089,5813,27,Dawn,2.00,2.00,2.00,2.00,2.00,0.00,6.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,In auto they took only from their own side.
1090,6324,19,Zander,2.00,3.00,3.00,2.00,3.00,0.00,7.00,3.00,3.00,2.00,2.00,0.00,5.00,0.00,Launched balls from the opposing side of the field
1091,5000,28,Dawn,2.00,2.00,2.00,3.00,2.00,0.00,7.00,3.00,2.00,3.00,2.00,0.00,4.00,0.00,"Only finished 1.5 auto, as they didn't finish unloading second load. on Tele fairly fast, but didn't always finish filling robot."
1092,2370,20,Zander,2.00,3.00,2.00,3.00,0.00,0.00,5.00,3.00,2.00,2.00,2.00,0.00,4.00,0.00,
1093,11175,21,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,No auto. straight to defense. didnt push any balls. took precautions to make sure they were not pinning. got a penalty in endgame while defending. 
1094,1073,29,Dawn,2.00,0.00,2.00,2.00,1.00,0.00,4.00,2.00,2.00,3.00,2.00,0.00,4.00,0.00,Good medium range bot.
1095,230,30,Dawn,2.00,3.00,2.00,2.00,3.00,0.00,7.00,3.00,3.00,2.00,2.00,0.00,4.00,0.00,"The bot didn't line up once in auto, and twice on Tele for shooting and missed alot."
1096,2170,31,Dawn,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,"Died after auto, came back to life in last 30 seconds."
1097,5813,22,Zander,2.00,3.00,3.00,3.00,0.00,0.00,7.00,2.00,3.00,2.00,2.00,0.00,4.00,0.00,good shooting. carried the team. lots of variety in where they collect
1098,3958,32,Dawn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,"auto spit out balls, went to midfield, hesitated then shot balls to their side. tele.  they mostly played defense, and shot balls from midfield."
1099,78,23,Zander,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,3.00,2.00,2.00,0.00,3.00,0.00,Got stuck on the ramp in auto. 
1100,133,33,Dawn,1.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,
1101,173,24,Zander,2.00,2.00,1.00,2.00,1.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,good continuous shooting. worked well around defense. 
1102,8567,34,Dawn,1.00,1.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,"Auto:  shot one ball
tele: played defense on red side, and shot balls back to middle."
1103,3623,25,Zander,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,0.00,0.00,4.00,Shot two (2) balls and then moved to defense. pretty solid defense bot. did a good job on the opposite side of the field. then defended the defense bots in endgame. 
1104,9710,35,Dawn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Played defense. Not effective against outliers.
1105,131,26,jeanette,2.00,2.00,2.00,2.00,0.00,0.00,7.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Can pick from the floor. Good feeder to endzone. Can pick from the outpost. Can go underneath trench. 
1106,5000,36,Nate,2.00,3.00,3.00,3.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,4.00,2.00,"They basically never stopped shooting the entire match, in their area they were constantly scoring and everywhere else they were sending the fuel back to their side."
1107,125,27,jeanette,2.00,3.00,3.00,3.00,3.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Picks up fuel fast. Can pick from the floor. Good feeder to endzone. Number one pick could get around field fast
1108,8724,37,Nate,1.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,"Got beached in auto, was fairly consistent the test of the match but lacks capacity"
1109,3654,28,jeanette,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Got a fuel stuck inside. Were there climbing piece is. so just drove around here and there 
1110,3623,38,Nate,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,"Drove around and did basically nothing, did have a moment where they trapped the opponent in their side while the opponent was trying to get to the opponents hub to score."
1111,8567,29,jeanette,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,8567 is my bot not 8657 hard for me to see the red numbers at times Missed shooting fuel into hub a lot. Can go underneath trench. Can pick from the floor. Can pick from the outpost. 
1112,1512,39,Nate,1.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,For a decent portion of the match they just drove back and forward on the midline
1113,5687,30,jeanette,2.00,3.00,3.00,3.00,0.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Number one pick. when hopper is full can not go under trench 
1114,58,40,Nate,1.00,1.00,1.00,2.00,2.00,0.00,4.00,1.00,1.00,2.00,2.00,0.00,1.00,0.00,Missed 90% of their shots as well as didn't shoot much and didn't play any defense besides for failing to go and take fuel from red
1115,3146,44,Terri,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,1.00,2.00,1.00,0.00,3.00,0.00,
1116,2713,45,Terri,1.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,Did very well while being defended
1117,5687,46,Terri,2.00,3.00,3.00,3.00,3.00,0.00,4.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
1118,125,47,Terri,2.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
1119,1512,31,jeanette,1.00,1.00,1.00,1.00,0.00,0.00,5.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,When they shoot the fuel they could not empty there hopper all the way every time
1120,6324,48,Terri,2.00,3.00,3.00,3.00,3.00,0.00,9.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
1121,7127,32,jeanette,2.00,3.00,3.00,3.00,3.00,0.00,5.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Got a ball stuck once but recovery was good. Can pick from the floor. Can pick from the outpost. Good feeder to endzone. 
1122,4925,49,Terri,1.00,2.00,2.00,2.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,3.00,0.00,Ended up playing defense
